question_id,subject,level,grade,model_key,composite_auto_score,accuracy_score,structure_score,length_score,word_count,latency_ms,error
MTK-SMP-002,Matematika,SMP,Kelas 8,gpt-oss-120b,0.711,0.67,0.8,0.68,68,7211,
MTK-SMP-002,Matematika,SMP,Kelas 8,gemma-4-31b,0.0,0.0,0.0,0.0,0,,"Error code: 429 - {'error': {'message': 'Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free model requests per day', 'code': 429, 'metadata': {'headers': {'X-RateLimit-Limit': '50', 'X-RateLimit-Remaining': '0', 'X-RateLimit-Reset': '1780704000000'}, 'provider_name': None, 'previous_errors': [{'code': 429, 'message': 'Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free model requests per day'}]}}, 'user_id': 'user_3EgwSLoqlxLwBdNMFC2C1tq45FH'}"
MTK-SMP-002,Matematika,SMP,Kelas 8,nemotron-super,0.0,0.0,0.0,0.0,0,,"Error code: 429 - {'error': {'message': 'Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free model requests per day', 'code': 429, 'metadata': {'headers': {'X-RateLimit-Limit': '50', 'X-RateLimit-Remaining': '0', 'X-RateLimit-Reset': '1780704000000'}, 'provider_name': None}}, 'user_id': 'user_3EgwSLoqlxLwBdNMFC2C1tq45FH'}"
MTK-SMP-002,Matematika,SMP,Kelas 8,nemotron-nano,0.0,0.0,0.0,0.0,0,,"Error code: 429 - {'error': {'message': 'Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free model requests per day', 'code': 429, 'metadata': {'headers': {'X-RateLimit-Limit': '50', 'X-RateLimit-Remaining': '0', 'X-RateLimit-Reset': '1780704000000'}, 'provider_name': None}}, 'user_id': 'user_3EgwSLoqlxLwBdNMFC2C1tq45FH'}"
MTK-SMA-001,Matematika,SMA,Kelas 10,gpt-oss-120b,0.648,0.5,0.8,0.79,118,12780,
MTK-SMA-001,Matematika,SMA,Kelas 10,gemma-4-31b,0.0,0.0,0.0,0.0,0,,"Error code: 429 - {'error': {'message': 'Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free model requests per day', 'code': 429, 'metadata': {'headers': {'X-RateLimit-Limit': '50', 'X-RateLimit-Remaining': '0', 'X-RateLimit-Reset': '1780704000000'}, 'provider_name': None, 'previous_errors': [{'code': 429, 'message': 'Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free model requests per day'}]}}, 'user_id': 'user_3EgwSLoqlxLwBdNMFC2C1tq45FH'}"
MTK-SMA-001,Matematika,SMA,Kelas 10,nemotron-super,0.0,0.0,0.0,0.0,0,,"Error code: 429 - {'error': {'message': 'Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free model requests per day', 'code': 429, 'metadata': {'headers': {'X-RateLimit-Limit': '50', 'X-RateLimit-Remaining': '0', 'X-RateLimit-Reset': '1780704000000'}, 'provider_name': None}}, 'user_id': 'user_3EgwSLoqlxLwBdNMFC2C1tq45FH'}"
MTK-SMA-001,Matematika,SMA,Kelas 10,nemotron-nano,0.0,0.0,0.0,0.0,0,,"Error code: 429 - {'error': {'message': 'Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free model requests per day', 'code': 429, 'metadata': {'headers': {'X-RateLimit-Limit': '50', 'X-RateLimit-Remaining': '0', 'X-RateLimit-Reset': '1780704000000'}, 'provider_name': None}}, 'user_id': 'user_3EgwSLoqlxLwBdNMFC2C1tq45FH'}"
MTK-SMA-002,Matematika,SMA,Kelas 11,gpt-oss-120b,0.624,0.5,0.8,0.67,101,11724,
MTK-SMA-002,Matematika,SMA,Kelas 11,gemma-4-31b,0.0,0.0,0.0,0.0,0,,"Error code: 429 - {'error': {'message': 'Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free model requests per day', 'code': 429, 'metadata': {'headers': {'X-RateLimit-Limit': '50', 'X-RateLimit-Remaining': '0', 'X-RateLimit-Reset': '1780704000000'}, 'provider_name': None, 'previous_errors': [{'code': 429, 'message': 'Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free model requests per day'}]}}, 'user_id': 'user_3EgwSLoqlxLwBdNMFC2C1tq45FH'}"
MTK-SMA-002,Matematika,SMA,Kelas 11,nemotron-super,0.0,0.0,0.0,0.0,0,,"Error code: 429 - {'error': {'message': 'Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free model requests per day', 'code': 429, 'metadata': {'headers': {'X-RateLimit-Limit': '50', 'X-RateLimit-Remaining': '0', 'X-RateLimit-Reset': '1780704000000'}, 'provider_name': None}}, 'user_id': 'user_3EgwSLoqlxLwBdNMFC2C1tq45FH'}"
MTK-SMA-002,Matematika,SMA,Kelas 11,nemotron-nano,0.0,0.0,0.0,0.0,0,,"Error code: 429 - {'error': {'message': 'Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free model requests per day', 'code': 429, 'metadata': {'headers': {'X-RateLimit-Limit': '50', 'X-RateLimit-Remaining': '0', 'X-RateLimit-Reset': '1780704000000'}, 'provider_name': None}}, 'user_id': 'user_3EgwSLoqlxLwBdNMFC2C1tq45FH'}"
IPA-SD-001,IPA,SD,Kelas 4,gpt-oss-120b,0.94,1.0,0.8,1.0,135,8667,
IPA-SD-001,IPA,SD,Kelas 4,gemma-4-31b,0.0,0.0,0.0,0.0,0,,"Error code: 429 - {'error': {'message': 'Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free model requests per day', 'code': 429, 'metadata': {'headers': {'X-RateLimit-Limit': '50', 'X-RateLimit-Remaining': '0', 'X-RateLimit-Reset': '1780704000000'}, 'provider_name': None, 'previous_errors': [{'code': 429, 'message': 'Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free model requests per day'}]}}, 'user_id': 'user_3EgwSLoqlxLwBdNMFC2C1tq45FH'}"
IPA-SD-001,IPA,SD,Kelas 4,nemotron-super,0.0,0.0,0.0,0.0,0,,"Error code: 429 - {'error': {'message': 'Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free model requests per day', 'code': 429, 'metadata': {'headers': {'X-RateLimit-Limit': '50', 'X-RateLimit-Remaining': '0', 'X-RateLimit-Reset': '1780704000000'}, 'provider_name': None}}, 'user_id': 'user_3EgwSLoqlxLwBdNMFC2C1tq45FH'}"
IPA-SD-001,IPA,SD,Kelas 4,nemotron-nano,0.0,0.0,0.0,0.0,0,,"Error code: 429 - {'error': {'message': 'Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free model requests per day', 'code': 429, 'metadata': {'headers': {'X-RateLimit-Limit': '50', 'X-RateLimit-Remaining': '0', 'X-RateLimit-Reset': '1780704000000'}, 'provider_name': None}}, 'user_id': 'user_3EgwSLoqlxLwBdNMFC2C1tq45FH'}"
IPA-SD-002,IPA,SD,Kelas 5,gpt-oss-120b,0.672,0.8,0.8,0.16,369,21315,
IPA-SD-002,IPA,SD,Kelas 5,gemma-4-31b,0.0,0.0,0.0,0.0,0,,"Error code: 429 - {'error': {'message': 'Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free model requests per day', 'code': 429, 'metadata': {'headers': {'X-RateLimit-Limit': '50', 'X-RateLimit-Remaining': '0', 'X-RateLimit-Reset': '1780704000000'}, 'provider_name': None, 'previous_errors': [{'code': 429, 'message': 'Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free model requests per day'}]}}, 'user_id': 'user_3EgwSLoqlxLwBdNMFC2C1tq45FH'}"
IPA-SD-002,IPA,SD,Kelas 5,nemotron-super,0.0,0.0,0.0,0.0,0,,"Error code: 429 - {'error': {'message': 'Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free model requests per day', 'code': 429, 'metadata': {'headers': {'X-RateLimit-Limit': '50', 'X-RateLimit-Remaining': '0', 'X-RateLimit-Reset': '1780704000000'}, 'provider_name': None}}, 'user_id': 'user_3EgwSLoqlxLwBdNMFC2C1tq45FH'}"
IPA-SD-002,IPA,SD,Kelas 5,nemotron-nano,0.0,0.0,0.0,0.0,0,,"Error code: 429 - {'error': {'message': 'Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free model requests per day', 'code': 429, 'metadata': {'headers': {'X-RateLimit-Limit': '50', 'X-RateLimit-Remaining': '0', 'X-RateLimit-Reset': '1780704000000'}, 'provider_name': None}}, 'user_id': 'user_3EgwSLoqlxLwBdNMFC2C1tq45FH'}"
IPA-SMP-001,IPA,SMP,Kelas 7,gpt-oss-120b,0.94,1.0,0.8,1.0,238,12901,
IPA-SMP-001,IPA,SMP,Kelas 7,gemma-4-31b,0.0,0.0,0.0,0.0,0,,"Error code: 429 - {'error': {'message': 'Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free model requests per day', 'code': 429, 'metadata': {'headers': {'X-RateLimit-Limit': '50', 'X-RateLimit-Remaining': '0', 'X-RateLimit-Reset': '1780704000000'}, 'provider_name': None, 'previous_errors': [{'code': 429, 'message': 'Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free model requests per day'}]}}, 'user_id': 'user_3EgwSLoqlxLwBdNMFC2C1tq45FH'}"
IPA-SMP-001,IPA,SMP,Kelas 7,nemotron-super,0.0,0.0,0.0,0.0,0,,"Error code: 429 - {'error': {'message': 'Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free model requests per day', 'code': 429, 'metadata': {'headers': {'X-RateLimit-Limit': '50', 'X-RateLimit-Remaining': '0', 'X-RateLimit-Reset': '1780704000000'}, 'provider_name': None}}, 'user_id': 'user_3EgwSLoqlxLwBdNMFC2C1tq45FH'}"
IPA-SMP-001,IPA,SMP,Kelas 7,nemotron-nano,0.0,0.0,0.0,0.0,0,,"Error code: 429 - {'error': {'message': 'Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free model requests per day', 'code': 429, 'metadata': {'headers': {'X-RateLimit-Limit': '50', 'X-RateLimit-Remaining': '0', 'X-RateLimit-Reset': '1780704000000'}, 'provider_name': None}}, 'user_id': 'user_3EgwSLoqlxLwBdNMFC2C1tq45FH'}"
IPA-SMP-002,IPA,SMP,Kelas 8,gpt-oss-120b,0.826,1.0,0.6,0.73,73,6420,
IPA-SMP-002,IPA,SMP,Kelas 8,gemma-4-31b,0.0,0.0,0.0,0.0,0,,"Error code: 429 - {'error': {'message': 'Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free model requests per day', 'code': 429, 'metadata': {'headers': {'X-RateLimit-Limit': '50', 'X-RateLimit-Remaining': '0', 'X-RateLimit-Reset': '1780704000000'}, 'provider_name': None, 'previous_errors': [{'code': 429, 'message': 'Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free model requests per day'}]}}, 'user_id': 'user_3EgwSLoqlxLwBdNMFC2C1tq45FH'}"
IPA-SMP-002,IPA,SMP,Kelas 8,nemotron-super,0.0,0.0,0.0,0.0,0,,"Error code: 429 - {'error': {'message': 'Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free model requests per day', 'code': 429, 'metadata': {'headers': {'X-RateLimit-Limit': '50', 'X-RateLimit-Remaining': '0', 'X-RateLimit-Reset': '1780704000000'}, 'provider_name': None}}, 'user_id': 'user_3EgwSLoqlxLwBdNMFC2C1tq45FH'}"
IPA-SMP-002,IPA,SMP,Kelas 8,nemotron-nano,0.0,0.0,0.0,0.0,0,,"Error code: 429 - {'error': {'message': 'Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free model requests per day', 'code': 429, 'metadata': {'headers': {'X-RateLimit-Limit': '50', 'X-RateLimit-Remaining': '0', 'X-RateLimit-Reset': '1780704000000'}, 'provider_name': None}}, 'user_id': 'user_3EgwSLoqlxLwBdNMFC2C1tq45FH'}"
IPA-SMA-001,IPA,SMA,Kelas 10,gpt-oss-120b,0.915,0.83,1.0,1.0,395,31798,
IPA-SMA-001,IPA,SMA,Kelas 10,gemma-4-31b,0.0,0.0,0.0,0.0,0,,"Error code: 429 - {'error': {'message': 'Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free model requests per day', 'code': 429, 'metadata': {'headers': {'X-RateLimit-Limit': '50', 'X-RateLimit-Remaining': '0', 'X-RateLimit-Reset': '1780704000000'}, 'provider_name': None, 'previous_errors': [{'code': 429, 'message': 'Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free model requests per day'}]}}, 'user_id': 'user_3EgwSLoqlxLwBdNMFC2C1tq45FH'}"
IPA-SMA-001,IPA,SMA,Kelas 10,nemotron-super,0.0,0.0,0.0,0.0,0,,"Error code: 429 - {'error': {'message': 'Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free model requests per day', 'code': 429, 'metadata': {'headers': {'X-RateLimit-Limit': '50', 'X-RateLimit-Remaining': '0', 'X-RateLimit-Reset': '1780704000000'}, 'provider_name': None}}, 'user_id': 'user_3EgwSLoqlxLwBdNMFC2C1tq45FH'}"
IPA-SMA-001,IPA,SMA,Kelas 10,nemotron-nano,0.0,0.0,0.0,0.0,0,,"Error code: 429 - {'error': {'message': 'Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free model requests per day', 'code': 429, 'metadata': {'headers': {'X-RateLimit-Limit': '50', 'X-RateLimit-Remaining': '0', 'X-RateLimit-Reset': '1780704000000'}, 'provider_name': None}}, 'user_id': 'user_3EgwSLoqlxLwBdNMFC2C1tq45FH'}"
IPA-SMA-002,IPA,SMA,Kelas 11,gpt-oss-120b,1.0,1.0,1.0,1.0,362,27683,
IPA-SMA-002,IPA,SMA,Kelas 11,gemma-4-31b,0.0,0.0,0.0,0.0,0,,"Error code: 429 - {'error': {'message': 'Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free model requests per day', 'code': 429, 'metadata': {'headers': {'X-RateLimit-Limit': '50', 'X-RateLimit-Remaining': '0', 'X-RateLimit-Reset': '1780704000000'}, 'provider_name': None, 'previous_errors': [{'code': 429, 'message': 'Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free model requests per day'}]}}, 'user_id': 'user_3EgwSLoqlxLwBdNMFC2C1tq45FH'}"
IPA-SMA-002,IPA,SMA,Kelas 11,nemotron-super,0.0,0.0,0.0,0.0,0,,"Error code: 429 - {'error': {'message': 'Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free model requests per day', 'code': 429, 'metadata': {'headers': {'X-RateLimit-Limit': '50', 'X-RateLimit-Remaining': '0', 'X-RateLimit-Reset': '1780704000000'}, 'provider_name': None}}, 'user_id': 'user_3EgwSLoqlxLwBdNMFC2C1tq45FH'}"
IPA-SMA-002,IPA,SMA,Kelas 11,nemotron-nano,0.0,0.0,0.0,0.0,0,,"Error code: 429 - {'error': {'message': 'Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free model requests per day', 'code': 429, 'metadata': {'headers': {'X-RateLimit-Limit': '50', 'X-RateLimit-Remaining': '0', 'X-RateLimit-Reset': '1780704000000'}, 'provider_name': None}}, 'user_id': 'user_3EgwSLoqlxLwBdNMFC2C1tq45FH'}"
BIN-SD-001,Bahasa Indonesia,SD,Kelas 4,gpt-oss-120b,0.88,1.0,0.6,1.0,164,10962,
BIN-SD-001,Bahasa Indonesia,SD,Kelas 4,gemma-4-31b,0.0,0.0,0.0,0.0,0,,"Error code: 429 - {'error': {'message': 'Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free model requests per day', 'code': 429, 'metadata': {'headers': {'X-RateLimit-Limit': '50', 'X-RateLimit-Remaining': '0', 'X-RateLimit-Reset': '1780704000000'}, 'provider_name': None, 'previous_errors': [{'code': 429, 'message': 'Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free model requests per day'}]}}, 'user_id': 'user_3EgwSLoqlxLwBdNMFC2C1tq45FH'}"
BIN-SD-001,Bahasa Indonesia,SD,Kelas 4,nemotron-super,0.0,0.0,0.0,0.0,0,,"Error code: 429 - {'error': {'message': 'Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free model requests per day', 'code': 429, 'metadata': {'headers': {'X-RateLimit-Limit': '50', 'X-RateLimit-Remaining': '0', 'X-RateLimit-Reset': '1780704000000'}, 'provider_name': None}}, 'user_id': 'user_3EgwSLoqlxLwBdNMFC2C1tq45FH'}"
BIN-SD-001,Bahasa Indonesia,SD,Kelas 4,nemotron-nano,0.0,0.0,0.0,0.0,0,,"Error code: 429 - {'error': {'message': 'Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free model requests per day', 'code': 429, 'metadata': {'headers': {'X-RateLimit-Limit': '50', 'X-RateLimit-Remaining': '0', 'X-RateLimit-Reset': '1780704000000'}, 'provider_name': None}}, 'user_id': 'user_3EgwSLoqlxLwBdNMFC2C1tq45FH'}"
BIN-SD-002,Bahasa Indonesia,SD,Kelas 5,gpt-oss-120b,0.8,1.0,1.0,0.0,406,22337,
BIN-SD-002,Bahasa Indonesia,SD,Kelas 5,gemma-4-31b,0.0,0.0,0.0,0.0,0,,"Error code: 429 - {'error': {'message': 'Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free model requests per day', 'code': 429, 'metadata': {'headers': {'X-RateLimit-Limit': '50', 'X-RateLimit-Remaining': '0', 'X-RateLimit-Reset': '1780704000000'}, 'provider_name': None, 'previous_errors': [{'code': 429, 'message': 'Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free model requests per day'}]}}, 'user_id': 'user_3EgwSLoqlxLwBdNMFC2C1tq45FH'}"
BIN-SD-002,Bahasa Indonesia,SD,Kelas 5,nemotron-super,0.0,0.0,0.0,0.0,0,,"Error code: 429 - {'error': {'message': 'Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free model requests per day', 'code': 429, 'metadata': {'headers': {'X-RateLimit-Limit': '50', 'X-RateLimit-Remaining': '0', 'X-RateLimit-Reset': '1780704000000'}, 'provider_name': None}}, 'user_id': 'user_3EgwSLoqlxLwBdNMFC2C1tq45FH'}"
BIN-SD-002,Bahasa Indonesia,SD,Kelas 5,nemotron-nano,0.0,0.0,0.0,0.0,0,,"Error code: 429 - {'error': {'message': 'Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free model requests per day', 'code': 429, 'metadata': {'headers': {'X-RateLimit-Limit': '50', 'X-RateLimit-Remaining': '0', 'X-RateLimit-Reset': '1780704000000'}, 'provider_name': None}}, 'user_id': 'user_3EgwSLoqlxLwBdNMFC2C1tq45FH'}"
BIN-SMP-001,Bahasa Indonesia,SMP,Kelas 7,gpt-oss-120b,0.55,0.5,1.0,0.0,673,40443,
BIN-SMP-001,Bahasa Indonesia,SMP,Kelas 7,gemma-4-31b,0.0,0.0,0.0,0.0,0,,"Error code: 429 - {'error': {'message': 'Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free model requests per day', 'code': 429, 'metadata': {'headers': {'X-RateLimit-Limit': '50', 'X-RateLimit-Remaining': '0', 'X-RateLimit-Reset': '1780704000000'}, 'provider_name': None, 'previous_errors': [{'code': 429, 'message': 'Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free model requests per day'}]}}, 'user_id': 'user_3EgwSLoqlxLwBdNMFC2C1tq45FH'}"
BIN-SMP-001,Bahasa Indonesia,SMP,Kelas 7,nemotron-super,0.0,0.0,0.0,0.0,0,,"Error code: 429 - {'error': {'message': 'Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free model requests per day', 'code': 429, 'metadata': {'headers': {'X-RateLimit-Limit': '50', 'X-RateLimit-Remaining': '0', 'X-RateLimit-Reset': '1780704000000'}, 'provider_name': None}}, 'user_id': 'user_3EgwSLoqlxLwBdNMFC2C1tq45FH'}"
BIN-SMP-001,Bahasa Indonesia,SMP,Kelas 7,nemotron-nano,0.0,0.0,0.0,0.0,0,,"Error code: 429 - {'error': {'message': 'Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free model requests per day', 'code': 429, 'metadata': {'headers': {'X-RateLimit-Limit': '50', 'X-RateLimit-Remaining': '0', 'X-RateLimit-Reset': '1780704000000'}, 'provider_name': None}}, 'user_id': 'user_3EgwSLoqlxLwBdNMFC2C1tq45FH'}"
BIN-SMP-002,Bahasa Indonesia,SMP,Kelas 8,gpt-oss-120b,1.0,1.0,1.0,1.0,301,17198,
BIN-SMP-002,Bahasa Indonesia,SMP,Kelas 8,gemma-4-31b,0.0,0.0,0.0,0.0,0,,"Error code: 429 - {'error': {'message': 'Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free model requests per day', 'code': 429, 'metadata': {'headers': {'X-RateLimit-Limit': '50', 'X-RateLimit-Remaining': '0', 'X-RateLimit-Reset': '1780704000000'}, 'provider_name': None, 'previous_errors': [{'code': 429, 'message': 'Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free model requests per day'}]}}, 'user_id': 'user_3EgwSLoqlxLwBdNMFC2C1tq45FH'}"
BIN-SMP-002,Bahasa Indonesia,SMP,Kelas 8,nemotron-super,0.0,0.0,0.0,0.0,0,,"Error code: 429 - {'error': {'message': 'Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free model requests per day', 'code': 429, 'metadata': {'headers': {'X-RateLimit-Limit': '50', 'X-RateLimit-Remaining': '0', 'X-RateLimit-Reset': '1780704000000'}, 'provider_name': None}}, 'user_id': 'user_3EgwSLoqlxLwBdNMFC2C1tq45FH'}"
BIN-SMP-002,Bahasa Indonesia,SMP,Kelas 8,nemotron-nano,0.0,0.0,0.0,0.0,0,,"Error code: 429 - {'error': {'message': 'Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free model requests per day', 'code': 429, 'metadata': {'headers': {'X-RateLimit-Limit': '50', 'X-RateLimit-Remaining': '0', 'X-RateLimit-Reset': '1780704000000'}, 'provider_name': None}}, 'user_id': 'user_3EgwSLoqlxLwBdNMFC2C1tq45FH'}"
BIN-SMA-001,Bahasa Indonesia,SMA,Kelas 10,gpt-oss-120b,0.529,0.25,1.0,0.52,594,32032,
BIN-SMA-001,Bahasa Indonesia,SMA,Kelas 10,gemma-4-31b,0.0,0.0,0.0,0.0,0,,"Error code: 429 - {'error': {'message': 'Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free model requests per day', 'code': 429, 'metadata': {'headers': {'X-RateLimit-Limit': '50', 'X-RateLimit-Remaining': '0', 'X-RateLimit-Reset': '1780704000000'}, 'provider_name': None, 'previous_errors': [{'code': 429, 'message': 'Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free model requests per day'}]}}, 'user_id': 'user_3EgwSLoqlxLwBdNMFC2C1tq45FH'}"
BIN-SMA-001,Bahasa Indonesia,SMA,Kelas 10,nemotron-super,0.603,0.25,1.0,0.89,446,24630,
BIN-SMA-001,Bahasa Indonesia,SMA,Kelas 10,nemotron-nano,0.0,0.0,0.0,0.0,0,,"Error code: 429 - {'error': {'message': 'Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free model requests per day', 'code': 429, 'metadata': {'headers': {'X-RateLimit-Limit': '50', 'X-RateLimit-Remaining': '0', 'X-RateLimit-Reset': '1780704000000'}, 'provider_name': None}}, 'user_id': 'user_3EgwSLoqlxLwBdNMFC2C1tq45FH'}"
BIN-SMA-002,Bahasa Indonesia,SMA,Kelas 11,gpt-oss-120b,0.835,0.75,1.0,0.8,479,30480,
BIN-SMA-002,Bahasa Indonesia,SMA,Kelas 11,gemma-4-31b,0.0,0.0,0.0,0.0,0,,"Error code: 429 - {'error': {'message': 'Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free model requests per day', 'code': 429, 'metadata': {'headers': {'X-RateLimit-Limit': '50', 'X-RateLimit-Remaining': '0', 'X-RateLimit-Reset': '1780704000000'}, 'provider_name': None, 'previous_errors': [{'code': 429, 'message': 'Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free model requests per day'}]}}, 'user_id': 'user_3EgwSLoqlxLwBdNMFC2C1tq45FH'}"
BIN-SMA-002,Bahasa Indonesia,SMA,Kelas 11,nemotron-super,0.0,0.0,0.0,0.0,0,,"Error code: 429 - {'error': {'message': 'Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free model requests per day', 'code': 429, 'metadata': {'headers': {'X-RateLimit-Limit': '50', 'X-RateLimit-Remaining': '0', 'X-RateLimit-Reset': '1780704000000'}, 'provider_name': None}}, 'user_id': 'user_3EgwSLoqlxLwBdNMFC2C1tq45FH'}"
BIN-SMA-002,Bahasa Indonesia,SMA,Kelas 11,nemotron-nano,0.0,0.0,0.0,0.0,0,,"Error code: 429 - {'error': {'message': 'Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free model requests per day', 'code': 429, 'metadata': {'headers': {'X-RateLimit-Limit': '50', 'X-RateLimit-Remaining': '0', 'X-RateLimit-Reset': '1780704000000'}, 'provider_name': None}}, 'user_id': 'user_3EgwSLoqlxLwBdNMFC2C1tq45FH'}"
MTK-SMA-003,Matematika,SMA,Kelas 12,gpt-oss-120b,0.968,1.0,1.0,0.84,126,14136,
